date,channel_group,sessions,conversions,revenue_bdt
2025-05-26,organic_search,16,0.32,3520
2025-05-26,direct,7,0.19,2112
2025-05-26,referral,4,0.06,704
2025-05-27,organic_search,16,0.32,3520
2025-05-27,direct,7,0.19,2112
2025-05-27,referral,4,0.06,704
2025-05-28,organic_search,25,0.5,5500
2025-05-28,direct,11,0.3,3300
2025-05-28,referral,7,0.1,1100
2025-05-29,organic_search,20,0.4,4400
2025-05-29,direct,9,0.24,2640
2025-05-29,referral,6,0.08,880
2025-05-30,organic_search,18,0.36,3960
2025-05-30,direct,8,0.22,2376
2025-05-30,referral,5,0.07,792
2025-05-31,organic_search,18,0.36,3960
2025-05-31,direct,8,0.22,2376
2025-05-31,referral,5,0.07,792
2025-06-01,organic_search,13,0.26,2860
2025-06-01,direct,5,0.16,1716
2025-06-01,referral,3,0.05,572
2025-06-02,organic_search,14,0.28,3080
2025-06-02,direct,6,0.17,1848
2025-06-02,referral,4,0.06,616
2025-06-03,organic_search,14,0.28,3080
2025-06-03,direct,6,0.17,1848
2025-06-03,referral,4,0.06,616
2025-06-04,organic_search,15,0.3,3300
2025-06-04,direct,6,0.18,1980
2025-06-04,referral,4,0.06,660
2025-06-05,organic_search,16,0.32,3520
2025-06-05,direct,7,0.19,2112
2025-06-05,referral,4,0.06,704
2025-06-06,organic_search,15,0.3,3300
2025-06-06,direct,6,0.18,1980
2025-06-06,referral,4,0.06,660
2025-06-07,organic_search,14,0.28,3080
2025-06-07,direct,6,0.17,1848
2025-06-07,referral,4,0.06,616
2025-06-08,organic_search,12,0.24,2640
2025-06-08,direct,5,0.14,1584
2025-06-08,referral,3,0.05,528
2025-06-09,organic_search,16,0.32,3520
2025-06-09,direct,7,0.19,2112
2025-06-09,referral,4,0.06,704
2025-06-10,organic_search,13,0.26,2860
2025-06-10,direct,5,0.16,1716
2025-06-10,referral,3,0.05,572
2025-06-11,organic_search,12,0.24,2640
2025-06-11,direct,5,0.14,1584
2025-06-11,referral,3,0.05,528
2025-06-12,organic_search,13,0.26,2860
2025-06-12,direct,5,0.16,1716
2025-06-12,referral,3,0.05,572
2025-06-13,organic_search,13,0.26,2860
2025-06-13,direct,5,0.16,1716
2025-06-13,referral,3,0.05,572
2025-06-14,organic_search,12,0.24,2640
2025-06-14,direct,5,0.14,1584
2025-06-14,referral,3,0.05,528
2025-06-15,organic_search,16,0.32,3520
2025-06-15,direct,7,0.19,2112
2025-06-15,referral,4,0.06,704
2025-06-16,organic_search,16,0.32,3520
2025-06-16,direct,7,0.19,2112
2025-06-16,referral,4,0.06,704
2025-06-17,organic_search,16,0.32,3520
2025-06-17,direct,7,0.19,2112
2025-06-17,referral,4,0.06,704
2025-06-18,organic_search,16,0.32,3520
2025-06-18,direct,7,0.19,2112
2025-06-18,referral,4,0.06,704
2025-06-19,organic_search,12,0.24,2640
2025-06-19,direct,5,0.14,1584
2025-06-19,referral,3,0.05,528
2025-06-20,organic_search,12,0.24,2640
2025-06-20,direct,5,0.14,1584
2025-06-20,referral,3,0.05,528
2025-06-21,organic_search,16,0.32,3520
2025-06-21,direct,7,0.19,2112
2025-06-21,referral,4,0.06,704
2025-06-22,organic_search,15,0.3,3300
2025-06-22,direct,6,0.18,1980
2025-06-22,referral,4,0.06,660
2025-06-23,organic_search,11,0.22,2420
2025-06-23,direct,4,0.13,1452
2025-06-23,referral,3,0.04,484
2025-06-24,organic_search,14,0.28,3080
2025-06-24,direct,6,0.17,1848
2025-06-24,referral,4,0.06,616
2025-06-25,organic_search,16,0.32,3520
2025-06-25,direct,7,0.19,2112
2025-06-25,referral,4,0.06,704
2025-06-26,organic_search,16,0.32,3520
2025-06-26,direct,7,0.19,2112
2025-06-26,referral,4,0.06,704
2025-06-27,organic_search,15,0.3,3300
2025-06-27,direct,6,0.18,1980
2025-06-27,referral,4,0.06,660
2025-06-28,organic_search,14,0.28,3080
2025-06-28,direct,6,0.17,1848
2025-06-28,referral,4,0.06,616
2025-06-29,organic_search,15,0.3,3300
2025-06-29,direct,6,0.18,1980
2025-06-29,referral,4,0.06,660
2025-06-30,organic_search,14,0.28,3080
2025-06-30,direct,6,0.17,1848
2025-06-30,referral,4,0.06,616
2025-07-01,organic_search,12,0.24,2640
2025-07-01,direct,5,0.14,1584
2025-07-01,referral,3,0.05,528
2025-07-02,organic_search,12,0.24,2640
2025-07-02,direct,5,0.14,1584
2025-07-02,referral,3,0.05,528
2025-07-03,organic_search,13,0.26,2860
2025-07-03,direct,5,0.16,1716
2025-07-03,referral,3,0.05,572
2025-07-04,organic_search,12,0.24,2640
2025-07-04,direct,5,0.14,1584
2025-07-04,referral,3,0.05,528
2025-07-05,organic_search,12,0.24,2640
2025-07-05,direct,5,0.14,1584
2025-07-05,referral,3,0.05,528
2025-07-06,organic_search,10,0.2,2200
2025-07-06,direct,4,0.12,1320
2025-07-06,referral,3,0.04,440
2025-07-07,organic_search,10,0.2,2200
2025-07-07,direct,4,0.12,1320
2025-07-07,referral,3,0.04,440
2025-07-08,organic_search,15,0.3,3300
2025-07-08,direct,6,0.18,1980
2025-07-08,referral,4,0.06,660
2025-07-09,organic_search,15,0.3,3300
2025-07-09,direct,6,0.18,1980
2025-07-09,referral,4,0.06,660
2025-07-10,organic_search,11,0.22,2420
2025-07-10,direct,4,0.13,1452
2025-07-10,referral,3,0.04,484
2025-07-11,organic_search,11,0.22,2420
2025-07-11,direct,4,0.13,1452
2025-07-11,referral,3,0.04,484
2025-07-12,organic_search,14,0.28,3080
2025-07-12,direct,6,0.17,1848
2025-07-12,referral,4,0.06,616
2025-07-13,organic_search,14,0.28,3080
2025-07-13,direct,6,0.17,1848
2025-07-13,referral,4,0.06,616
2025-07-14,organic_search,10,0.2,2200
2025-07-14,direct,4,0.12,1320
2025-07-14,referral,3,0.04,440
2025-07-15,organic_search,14,0.28,3080
2025-07-15,direct,6,0.17,1848
2025-07-15,referral,4,0.06,616
2025-07-16,organic_search,10,0.2,2200
2025-07-16,direct,4,0.12,1320
2025-07-16,referral,3,0.04,440
2025-07-17,organic_search,12,0.24,2640
2025-07-17,direct,5,0.14,1584
2025-07-17,referral,3,0.05,528
2025-07-18,organic_search,10,0.2,2200
2025-07-18,direct,4,0.12,1320
2025-07-18,referral,3,0.04,440
2025-07-19,organic_search,15,0.3,3300
2025-07-19,direct,6,0.18,1980
2025-07-19,referral,4,0.06,660
2025-07-20,organic_search,12,0.24,2640
2025-07-20,direct,5,0.14,1584
2025-07-20,referral,3,0.05,528
2025-07-21,organic_search,14,0.28,3080
2025-07-21,direct,6,0.17,1848
2025-07-21,referral,4,0.06,616
2025-07-22,organic_search,14,0.28,3080
2025-07-22,direct,6,0.17,1848
2025-07-22,referral,4,0.06,616
2025-07-23,organic_search,13,0.26,2860
2025-07-23,direct,5,0.16,1716
2025-07-23,referral,3,0.05,572
2025-07-24,organic_search,11,0.22,2420
2025-07-24,direct,4,0.13,1452
2025-07-24,referral,3,0.04,484
2025-07-25,organic_search,10,0.2,2200
2025-07-25,direct,4,0.12,1320
2025-07-25,referral,3,0.04,440
2025-07-26,organic_search,13,0.26,2860
2025-07-26,direct,5,0.16,1716
2025-07-26,referral,3,0.05,572
2025-07-27,organic_search,10,0.2,2200
2025-07-27,direct,4,0.12,1320
2025-07-27,referral,3,0.04,440
2025-07-28,organic_search,13,0.26,2860
2025-07-28,direct,5,0.16,1716
2025-07-28,referral,3,0.05,572
2025-07-29,organic_search,12,0.24,2640
2025-07-29,direct,5,0.14,1584
2025-07-29,referral,3,0.05,528
2025-07-30,organic_search,14,0.28,3080
2025-07-30,direct,6,0.17,1848
2025-07-30,referral,4,0.06,616
2025-07-31,organic_search,12,0.24,2640
2025-07-31,direct,5,0.14,1584
2025-07-31,referral,3,0.05,528
2025-08-01,organic_search,16,0.32,3520
2025-08-01,direct,7,0.19,2112
2025-08-01,referral,4,0.06,704
2025-08-02,organic_search,16,0.32,3520
2025-08-02,direct,7,0.19,2112
2025-08-02,referral,4,0.06,704
2025-08-03,organic_search,16,0.32,3520
2025-08-03,direct,7,0.19,2112
2025-08-03,referral,4,0.06,704
2025-08-04,organic_search,17,0.34,3740
2025-08-04,direct,7,0.2,2244
2025-08-04,referral,5,0.07,748
2025-08-05,organic_search,15,0.3,3300
2025-08-05,direct,6,0.18,1980
2025-08-05,referral,4,0.06,660
2025-08-06,organic_search,18,0.36,3960
2025-08-06,direct,8,0.22,2376
2025-08-06,referral,5,0.07,792
2025-08-07,organic_search,15,0.3,3300
2025-08-07,direct,6,0.18,1980
2025-08-07,referral,4,0.06,660
2025-08-08,organic_search,17,0.34,3740
2025-08-08,direct,7,0.2,2244
2025-08-08,referral,5,0.07,748
2025-08-09,organic_search,14,0.28,3080
2025-08-09,direct,6,0.17,1848
2025-08-09,referral,4,0.06,616
2025-08-10,organic_search,18,0.36,3960
2025-08-10,direct,8,0.22,2376
2025-08-10,referral,5,0.07,792
2025-08-11,organic_search,17,0.34,3740
2025-08-11,direct,7,0.2,2244
2025-08-11,referral,5,0.07,748
2025-08-12,organic_search,14,0.28,3080
2025-08-12,direct,6,0.17,1848
2025-08-12,referral,4,0.06,616
2025-08-13,organic_search,14,0.28,3080
2025-08-13,direct,6,0.17,1848
2025-08-13,referral,4,0.06,616
2025-08-14,organic_search,11,0.22,2420
2025-08-14,direct,4,0.13,1452
2025-08-14,referral,3,0.04,484
2025-08-15,organic_search,18,0.36,3960
2025-08-15,direct,8,0.22,2376
2025-08-15,referral,5,0.07,792
2025-08-16,organic_search,13,0.26,2860
2025-08-16,direct,5,0.16,1716
2025-08-16,referral,3,0.05,572
2025-08-17,organic_search,14,0.28,3080
2025-08-17,direct,6,0.17,1848
2025-08-17,referral,4,0.06,616
2025-08-18,organic_search,15,0.3,3300
2025-08-18,direct,6,0.18,1980
2025-08-18,referral,4,0.06,660
2025-08-19,organic_search,12,0.24,2640
2025-08-19,direct,5,0.14,1584
2025-08-19,referral,3,0.05,528
2025-08-20,organic_search,16,0.32,3520
2025-08-20,direct,7,0.19,2112
2025-08-20,referral,4,0.06,704
2025-08-21,organic_search,11,0.22,2420
2025-08-21,direct,4,0.13,1452
2025-08-21,referral,3,0.04,484
2025-08-22,organic_search,14,0.28,3080
2025-08-22,direct,6,0.17,1848
2025-08-22,referral,4,0.06,616
2025-08-23,organic_search,16,0.32,3520
2025-08-23,direct,7,0.19,2112
2025-08-23,referral,4,0.06,704
2025-08-24,organic_search,13,0.26,2860
2025-08-24,direct,5,0.16,1716
2025-08-24,referral,3,0.05,572
2025-08-25,organic_search,17,0.34,3740
2025-08-25,direct,7,0.2,2244
2025-08-25,referral,5,0.07,748
2025-08-26,organic_search,14,0.28,3080
2025-08-26,direct,6,0.17,1848
2025-08-26,referral,4,0.06,616
2025-08-27,organic_search,17,0.34,3740
2025-08-27,direct,7,0.2,2244
2025-08-27,referral,5,0.07,748
2025-08-28,organic_search,13,0.26,2860
2025-08-28,direct,5,0.16,1716
2025-08-28,referral,3,0.05,572
2025-08-29,organic_search,16,0.32,3520
2025-08-29,direct,7,0.19,2112
2025-08-29,referral,4,0.06,704
2025-08-30,organic_search,16,0.32,3520
2025-08-30,direct,7,0.19,2112
2025-08-30,referral,4,0.06,704
2025-08-31,organic_search,12,0.24,2640
2025-08-31,direct,5,0.14,1584
2025-08-31,referral,3,0.05,528
2025-09-01,organic_search,14,0.28,3080
2025-09-01,direct,6,0.17,1848
2025-09-01,referral,4,0.06,616
2025-09-02,organic_search,16,0.32,3520
2025-09-02,direct,7,0.19,2112
2025-09-02,referral,4,0.06,704
2025-09-03,organic_search,21,0.42,4620
2025-09-03,direct,9,0.25,2772
2025-09-03,referral,6,0.08,924
2025-09-04,organic_search,17,0.34,3740
2025-09-04,direct,7,0.2,2244
2025-09-04,referral,5,0.07,748
2025-09-05,organic_search,16,0.32,3520
2025-09-05,direct,7,0.19,2112
2025-09-05,referral,4,0.06,704
2025-09-06,organic_search,20,0.4,4400
2025-09-06,direct,9,0.24,2640
2025-09-06,referral,6,0.08,880
2025-09-07,organic_search,16,0.32,3520
2025-09-07,direct,7,0.19,2112
2025-09-07,referral,4,0.06,704
2025-09-08,organic_search,20,0.4,4400
2025-09-08,direct,9,0.24,2640
2025-09-08,referral,6,0.08,880
2025-09-09,organic_search,19,0.38,4180
2025-09-09,direct,8,0.23,2508
2025-09-09,referral,5,0.08,836
2025-09-10,organic_search,14,0.28,3080
2025-09-10,direct,6,0.17,1848
2025-09-10,referral,4,0.06,616
2025-09-11,organic_search,20,0.4,4400
2025-09-11,direct,9,0.24,2640
2025-09-11,referral,6,0.08,880
2025-09-12,organic_search,18,0.36,3960
2025-09-12,direct,8,0.22,2376
2025-09-12,referral,5,0.07,792
2025-09-13,organic_search,16,0.32,3520
2025-09-13,direct,7,0.19,2112
2025-09-13,referral,4,0.06,704
2025-09-14,organic_search,19,0.38,4180
2025-09-14,direct,8,0.23,2508
2025-09-14,referral,5,0.08,836
2025-09-15,organic_search,18,0.36,3960
2025-09-15,direct,8,0.22,2376
2025-09-15,referral,5,0.07,792
2025-09-16,organic_search,14,0.28,3080
2025-09-16,direct,6,0.17,1848
2025-09-16,referral,4,0.06,616
2025-09-17,organic_search,19,0.38,4180
2025-09-17,direct,8,0.23,2508
2025-09-17,referral,5,0.08,836
2025-09-18,organic_search,15,0.3,3300
2025-09-18,direct,6,0.18,1980
2025-09-18,referral,4,0.06,660
2025-09-19,organic_search,19,0.38,4180
2025-09-19,direct,8,0.23,2508
2025-09-19,referral,5,0.08,836
2025-09-20,organic_search,20,0.4,4400
2025-09-20,direct,9,0.24,2640
2025-09-20,referral,6,0.08,880
2025-09-21,organic_search,17,0.34,3740
2025-09-21,direct,7,0.2,2244
2025-09-21,referral,5,0.07,748
2025-09-22,organic_search,17,0.34,3740
2025-09-22,direct,7,0.2,2244
2025-09-22,referral,5,0.07,748
2025-09-23,organic_search,16,0.32,3520
2025-09-23,direct,7,0.19,2112
2025-09-23,referral,4,0.06,704
2025-09-24,organic_search,17,0.34,3740
2025-09-24,direct,7,0.2,2244
2025-09-24,referral,5,0.07,748
2025-09-25,organic_search,19,0.38,4180
2025-09-25,direct,8,0.23,2508
2025-09-25,referral,5,0.08,836
2025-09-26,organic_search,13,0.26,2860
2025-09-26,direct,5,0.16,1716
2025-09-26,referral,3,0.05,572
2025-09-27,organic_search,22,0.44,4840
2025-09-27,direct,9,0.26,2904
2025-09-27,referral,6,0.09,968
2025-09-28,organic_search,15,0.3,3300
2025-09-28,direct,6,0.18,1980
2025-09-28,referral,4,0.06,660
2025-09-29,organic_search,16,0.32,3520
2025-09-29,direct,7,0.19,2112
2025-09-29,referral,4,0.06,704
2025-09-30,organic_search,14,0.28,3080
2025-09-30,direct,6,0.17,1848
2025-09-30,referral,4,0.06,616
2025-10-01,organic_search,39,0.99,10725
2025-10-01,paid_search,33,11.15,12870
2025-10-01,paid_social,11,4.24,3432
2025-10-01,direct,19,11.43,6435
2025-10-02,organic_search,48,1.3,13200
2025-10-02,paid_search,40,7.03,15840
2025-10-02,paid_social,14,5.7,4224
2025-10-02,direct,24,7.46,7920
2025-10-03,organic_search,36,2.49,9900
2025-10-03,paid_search,30,9.28,11880
2025-10-03,paid_social,10,3.1,3168
2025-10-03,direct,18,12.41,5940
2025-10-04,organic_search,53,12.25,14575
2025-10-04,paid_search,45,2.3,17490
2025-10-04,paid_social,15,7.77,4664
2025-10-04,direct,26,13.73,8745
2025-10-05,organic_search,43,13.25,11825
2025-10-05,paid_search,36,0.21,14190
2025-10-05,paid_social,12,9.46,3784
2025-10-05,direct,21,2.25,7095
2025-10-06,organic_search,39,7.47,10725
2025-10-06,paid_search,33,3.3,12870
2025-10-06,paid_social,11,1.5,3432
2025-10-06,direct,19,7.8,6435
2025-10-07,organic_search,34,3.06,9350
2025-10-07,paid_search,28,2.63,11220
2025-10-07,paid_social,10,6.01,2992
2025-10-07,direct,17,0.14,5610
2025-10-08,organic_search,44,1.43,12100
2025-10-08,paid_search,37,6.57,14520
2025-10-08,paid_social,13,9.42,3872
2025-10-08,direct,22,7.82,7260
2025-10-09,organic_search,43,10.25,11825
2025-10-09,paid_search,36,1.7,14190
2025-10-09,paid_social,12,3.18,3784
2025-10-09,direct,21,1.67,7095
2025-10-10,organic_search,49,12.96,13475
2025-10-10,paid_search,41,11.25,16170
2025-10-10,paid_social,14,4.03,4312
2025-10-10,direct,24,13.83,8085
2025-10-11,organic_search,49,2.39,13475
2025-10-11,paid_search,41,10.49,16170
2025-10-11,paid_social,14,11.31,4312
2025-10-11,direct,24,1.34,8085
2025-10-12,organic_search,42,8.01,11550
2025-10-12,paid_search,35,13.53,13860
2025-10-12,paid_social,12,8.06,3696
2025-10-12,direct,21,4.07,6930
2025-10-13,organic_search,39,10.17,10725
2025-10-13,paid_search,33,4.87,12870
2025-10-13,paid_social,11,2.39,3432
2025-10-13,direct,19,10.79,6435
2025-10-14,organic_search,40,7.19,11000
2025-10-14,paid_search,34,8.6,13200
2025-10-14,paid_social,12,1.99,3520
2025-10-14,direct,20,9.31,6600
2025-10-15,organic_search,50,13.98,13750
2025-10-15,paid_search,42,12.76,16500
2025-10-15,paid_social,15,4.8,4400
2025-10-15,direct,25,3.65,8250
2025-10-16,organic_search,38,7.82,10450
2025-10-16,paid_search,32,9.21,12540
2025-10-16,paid_social,11,1.04,3344
2025-10-16,direct,19,1.89,6270
2025-10-17,organic_search,39,0.24,10725
2025-10-17,paid_search,33,13.12,12870
2025-10-17,paid_social,11,8.57,3432
2025-10-17,direct,19,5.98,6435
2025-10-18,organic_search,34,8.4,9350
2025-10-18,paid_search,28,6.32,11220
2025-10-18,paid_social,10,9.02,2992
2025-10-18,direct,17,8.66,5610
2025-10-19,organic_search,42,5.28,11550
2025-10-19,paid_search,35,13.72,13860
2025-10-19,paid_social,12,12.68,3696
2025-10-19,direct,21,8.8,6930
2025-10-20,organic_search,51,3.79,14025
2025-10-20,paid_search,43,11.25,16830
2025-10-20,paid_social,15,10.55,4488
2025-10-20,direct,25,1.37,8415
2025-10-21,organic_search,47,5.63,12925
2025-10-21,paid_search,39,12.53,15510
2025-10-21,paid_social,14,0.29,4136
2025-10-21,direct,23,9.06,7755
2025-10-22,organic_search,39,4.85,10725
2025-10-22,paid_search,33,13.01,12870
2025-10-22,paid_social,11,0.57,3432
2025-10-22,direct,19,1.23,6435
2025-10-23,organic_search,40,12.93,11000
2025-10-23,paid_search,34,0.18,13200
2025-10-23,paid_social,12,9.82,3520
2025-10-23,direct,20,12.97,6600
2025-10-24,organic_search,50,13.86,13750
2025-10-24,paid_search,42,0.67,16500
2025-10-24,paid_social,15,10.09,4400
2025-10-24,direct,25,12.08,8250
2025-10-25,organic_search,41,1.76,11275
2025-10-25,paid_search,34,13.9,13530
2025-10-25,paid_social,12,4.59,3608
2025-10-25,direct,20,13.67,6765
2025-10-26,organic_search,39,6.13,10725
2025-10-26,paid_search,33,4.98,12870
2025-10-26,paid_social,11,10.3,3432
2025-10-26,direct,19,11.82,6435
2025-10-27,organic_search,48,4.73,13200
2025-10-27,paid_search,40,1.58,15840
2025-10-27,paid_social,14,10.27,4224
2025-10-27,direct,24,13.85,7920
2025-10-28,organic_search,55,9.72,15125
2025-10-28,paid_search,46,6.16,18150
2025-10-28,paid_social,16,12.68,4840
2025-10-28,direct,27,1.16,9075
2025-10-29,organic_search,39,3.68,10725
2025-10-29,paid_search,33,7.03,12870
2025-10-29,paid_social,11,11.28,3432
2025-10-29,direct,19,4.12,6435
2025-10-30,organic_search,43,2.85,11825
2025-10-30,paid_search,36,3.7,14190
2025-10-30,paid_social,12,11.94,3784
2025-10-30,direct,21,2.98,7095
2025-10-31,organic_search,53,0.92,14575
2025-10-31,paid_search,45,0.63,17490
2025-10-31,paid_social,15,0.12,4664
2025-10-31,direct,26,0.59,8745
2025-11-01,organic_search,56,11.14,15400
2025-11-01,paid_search,47,7.17,18480
2025-11-01,paid_social,16,3.38,4928
2025-11-01,direct,28,2.56,9240
2025-11-02,organic_search,43,9.13,11825
2025-11-02,paid_search,36,0.63,14190
2025-11-02,paid_social,12,3.43,3784
2025-11-02,direct,21,2.65,7095
2025-11-03,organic_search,68,8.03,18700
2025-11-03,paid_search,57,5.72,22440
2025-11-03,paid_social,20,11.23,5984
2025-11-03,direct,34,1.03,11220
2025-11-04,organic_search,44,3.01,12100
2025-11-04,paid_search,37,9.82,14520
2025-11-04,paid_social,13,11.26,3872
2025-11-04,direct,22,12.58,7260
2025-11-05,organic_search,50,11.4,13750
2025-11-05,paid_search,42,11.3,16500
2025-11-05,paid_social,15,2.73,4400
2025-11-05,direct,25,5.89,8250
2025-11-06,organic_search,69,3.45,18975
2025-11-06,paid_search,58,3.41,22770
2025-11-06,paid_social,20,2.33,6072
2025-11-06,direct,34,9.36,11385
2025-11-07,organic_search,65,0.55,17875
2025-11-07,paid_search,55,8.91,21450
2025-11-07,paid_social,19,4.76,5720
2025-11-07,direct,32,4.37,10725
2025-11-08,organic_search,59,7.51,16225
2025-11-08,paid_search,50,13.43,19470
2025-11-08,paid_social,17,13.57,5192
2025-11-08,direct,29,12.93,9735
2025-11-09,organic_search,66,10.03,18150
2025-11-09,paid_search,56,8.15,21780
2025-11-09,paid_social,19,8.42,5808
2025-11-09,direct,33,0.05,10890
2025-11-10,organic_search,46,3.19,12650
2025-11-10,paid_search,39,1.02,15180
2025-11-10,paid_social,13,8.19,4048
2025-11-10,direct,23,8.75,7590
2025-11-11,organic_search,51,6.85,14025
2025-11-11,paid_search,43,4.6,16830
2025-11-11,paid_social,15,10.15,4488
2025-11-11,direct,25,7.99,8415
2025-11-12,organic_search,47,13.82,12925
2025-11-12,paid_search,39,2.29,15510
2025-11-12,paid_social,14,4.04,4136
2025-11-12,direct,23,9.24,7755
2025-11-13,organic_search,50,4.92,13750
2025-11-13,paid_search,42,7.01,16500
2025-11-13,paid_social,15,10.84,4400
2025-11-13,direct,25,3.88,8250
2025-11-14,organic_search,64,8.31,17600
2025-11-14,paid_search,54,4.33,21120
2025-11-14,paid_social,19,10.39,5632
2025-11-14,direct,32,1.3,10560
2025-11-15,organic_search,50,3.33,13750
2025-11-15,paid_search,42,12.65,16500
2025-11-15,paid_social,15,8.47,4400
2025-11-15,direct,25,10.28,8250
2025-11-16,organic_search,67,8.8,18425
2025-11-16,paid_search,56,13.55,22110
2025-11-16,paid_social,20,13.71,5896
2025-11-16,direct,33,1.01,11055
2025-11-17,organic_search,50,3.2,13750
2025-11-17,paid_search,42,13.69,16500
2025-11-17,paid_social,15,7.71,4400
2025-11-17,direct,25,10.33,8250
2025-11-18,organic_search,45,6.45,12375
2025-11-18,paid_search,38,8.39,14850
2025-11-18,paid_social,13,12.65,3960
2025-11-18,direct,22,4.39,7425
2025-11-19,organic_search,59,0.34,16225
2025-11-19,paid_search,50,8.9,19470
2025-11-19,paid_social,17,3.5,5192
2025-11-19,direct,29,2.74,9735
2025-11-20,organic_search,50,0.41,13750
2025-11-20,paid_search,42,0.17,16500
2025-11-20,paid_social,15,5.87,4400
2025-11-20,direct,25,8.82,8250
2025-11-21,organic_search,57,5.28,15675
2025-11-21,paid_search,48,6.25,18810
2025-11-21,paid_social,17,6.94,5016
2025-11-21,direct,28,11.7,9405
2025-11-22,organic_search,62,9.25,17050
2025-11-22,paid_search,52,9.67,20460
2025-11-22,paid_social,18,11.69,5456
2025-11-22,direct,31,9.19,10230
2025-11-23,organic_search,57,13.74,15675
2025-11-23,paid_search,48,1.27,18810
2025-11-23,paid_social,17,2.27,5016
2025-11-23,direct,28,2.64,9405
2025-11-24,organic_search,57,4.18,15675
2025-11-24,paid_search,48,13.85,18810
2025-11-24,paid_social,17,10.68,5016
2025-11-24,direct,28,0.08,9405
2025-11-25,organic_search,68,6.09,18700
2025-11-25,paid_search,57,9.58,22440
2025-11-25,paid_social,20,3.16,5984
2025-11-25,direct,34,10.72,11220
2025-11-26,organic_search,58,6.47,15950
2025-11-26,paid_search,49,0.4,19140
2025-11-26,paid_social,17,2.24,5104
2025-11-26,direct,29,1.46,9570
2025-11-27,organic_search,50,1.24,13750
2025-11-27,paid_search,42,7.02,16500
2025-11-27,paid_social,15,13.56,4400
2025-11-27,direct,25,6.81,8250
2025-11-28,organic_search,64,5.89,17600
2025-11-28,paid_search,54,1.74,21120
2025-11-28,paid_social,19,12.97,5632
2025-11-28,direct,32,9.19,10560
2025-11-29,organic_search,66,2.78,18150
2025-11-29,paid_search,56,7.08,21780
2025-11-29,paid_social,19,3.73,5808
2025-11-29,direct,33,7.3,10890
2025-11-30,organic_search,52,5.13,14300
2025-11-30,paid_search,44,8.16,17160
2025-11-30,paid_social,15,1.91,4576
2025-11-30,direct,26,2.17,8580
2025-12-01,organic_search,70,1.85,19250
2025-12-01,paid_search,59,9.07,23100
2025-12-01,paid_social,21,4.54,6160
2025-12-01,direct,35,10.22,11550
2025-12-02,organic_search,67,12.44,18425
2025-12-02,paid_search,56,13.0,22110
2025-12-02,paid_social,20,9.16,5896
2025-12-02,direct,33,4.42,11055
2025-12-03,organic_search,66,7.16,18150
2025-12-03,paid_search,56,1.7,21780
2025-12-03,paid_social,19,0.36,5808
2025-12-03,direct,33,0.98,10890
2025-12-04,organic_search,73,0.12,20075
2025-12-04,paid_search,62,8.88,24090
2025-12-04,paid_social,21,6.95,6424
2025-12-04,direct,36,9.09,12045
2025-12-05,organic_search,67,4.93,18425
2025-12-05,paid_search,56,10.72,22110
2025-12-05,paid_social,20,4.87,5896
2025-12-05,direct,33,10.83,11055
2025-12-06,organic_search,74,0.52,20350
2025-12-06,paid_search,62,5.95,24420
2025-12-06,paid_social,22,7.06,6512
2025-12-06,direct,37,11.51,12210
2025-12-07,organic_search,54,10.01,14850
2025-12-07,paid_search,45,13.14,17820
2025-12-07,paid_social,16,8.2,4752
2025-12-07,direct,27,11.28,8910
2025-12-08,organic_search,77,8.55,21175
2025-12-08,paid_search,65,9.58,25410
2025-12-08,paid_social,23,7.27,6776
2025-12-08,direct,38,3.08,12705
2025-12-09,organic_search,64,9.06,17600
2025-12-09,paid_search,54,11.74,21120
2025-12-09,paid_social,19,4.36,5632
2025-12-09,direct,32,7.47,10560
2025-12-10,organic_search,79,3.31,21725
2025-12-10,paid_search,67,4.88,26070
2025-12-10,paid_social,23,13.74,6952
2025-12-10,direct,39,6.31,13035
2025-12-11,organic_search,58,5.73,15950
2025-12-11,paid_search,49,6.29,19140
2025-12-11,paid_social,17,0.99,5104
2025-12-11,direct,29,11.35,9570
2025-12-12,organic_search,54,9.28,14850
2025-12-12,paid_search,45,13.55,17820
2025-12-12,paid_social,16,9.63,4752
2025-12-12,direct,27,1.81,8910
2025-12-13,organic_search,60,4.6,16500
2025-12-13,paid_search,51,3.16,19800
2025-12-13,paid_social,18,10.04,5280
2025-12-13,direct,30,6.72,9900
2025-12-14,organic_search,73,6.12,20075
2025-12-14,paid_search,62,13.9,24090
2025-12-14,paid_social,21,5.11,6424
2025-12-14,direct,36,6.66,12045
2025-12-15,organic_search,75,5.21,20625
2025-12-15,paid_search,63,12.87,24750
2025-12-15,paid_social,22,13.96,6600
2025-12-15,direct,37,7.56,12375
2025-12-16,organic_search,74,11.53,20350
2025-12-16,paid_search,62,12.13,24420
2025-12-16,paid_social,22,3.34,6512
2025-12-16,direct,37,3.98,12210
2025-12-17,organic_search,57,1.79,15675
2025-12-17,paid_search,48,3.7,18810
2025-12-17,paid_social,17,3.44,5016
2025-12-17,direct,28,7.88,9405
2025-12-18,organic_search,79,7.55,21725
2025-12-18,paid_search,67,5.71,26070
2025-12-18,paid_social,23,11.96,6952
2025-12-18,direct,39,4.91,13035
2025-12-19,organic_search,63,12.32,17325
2025-12-19,paid_search,53,5.96,20790
2025-12-19,paid_social,18,2.56,5544
