date,query_class,clicks,impressions,avg_position
2025-10-03,brand,16,300,1.3
2025-10-03,non_brand,17,500,5.6
2025-10-04,brand,15,282,1.2
2025-10-04,non_brand,15,470,9.4
2025-10-05,brand,12,234,1.1
2025-10-05,non_brand,13,390,9.1
2025-10-06,brand,12,234,1.3
2025-10-06,non_brand,13,390,5.8
2025-10-07,brand,17,324,1.4
2025-10-07,non_brand,18,540,9.3
2025-10-08,brand,16,318,1.1
2025-10-08,non_brand,18,530,5.1
2025-10-09,brand,15,288,1.4
2025-10-09,non_brand,16,480,6.6
2025-10-10,brand,16,300,1.4
2025-10-10,non_brand,17,500,8.4
2025-10-11,brand,14,270,1.3
2025-10-11,non_brand,15,450,9.4
2025-10-12,brand,15,294,1.2
2025-10-12,non_brand,16,490,5.5
2025-10-13,brand,15,282,1.5
2025-10-13,non_brand,15,470,9.2
2025-10-14,brand,14,276,1.4
2025-10-14,non_brand,15,460,9.8
2025-10-15,brand,12,228,1.3
2025-10-15,non_brand,12,380,9.0
2025-10-16,brand,16,318,1.0
2025-10-16,non_brand,18,530,10.4
2025-10-17,brand,14,264,1.5
2025-10-17,non_brand,14,440,8.7
2025-10-18,brand,13,252,1.0
2025-10-18,non_brand,14,420,6.9
2025-10-19,brand,16,300,1.4
2025-10-19,non_brand,17,500,9.9
2025-10-20,brand,10,204,1.2
2025-10-20,non_brand,11,340,10.8
2025-10-21,brand,16,306,1.1
2025-10-21,non_brand,17,510,6.5
2025-10-22,brand,16,306,1.4
2025-10-22,non_brand,17,510,9.3
2025-10-23,brand,14,264,1.3
2025-10-23,non_brand,14,440,6.2
2025-10-24,brand,14,264,1.2
2025-10-24,non_brand,14,440,8.2
2025-10-25,brand,16,318,1.2
2025-10-25,non_brand,18,530,10.4
2025-10-26,brand,14,264,1.0
2025-10-26,non_brand,14,440,6.1
2025-10-27,brand,15,294,1.2
2025-10-27,non_brand,16,490,5.4
2025-10-28,brand,12,228,1.0
2025-10-28,non_brand,12,380,5.4
2025-10-29,brand,12,240,1.0
2025-10-29,non_brand,13,400,8.8
2025-10-30,brand,14,270,1.2
2025-10-30,non_brand,15,450,6.5
2025-10-31,brand,15,288,1.3
2025-10-31,non_brand,16,480,6.2
2025-11-01,brand,19,372,1.2
2025-11-01,non_brand,21,620,6.5
2025-11-02,brand,19,366,1.1
2025-11-02,non_brand,20,610,8.9
2025-11-03,brand,20,378,1.5
2025-11-03,non_brand,21,630,8.4
2025-11-04,brand,18,348,1.5
2025-11-04,non_brand,19,580,10.0
2025-11-05,brand,15,282,1.3
2025-11-05,non_brand,15,470,7.7
2025-11-06,brand,16,312,1.4
2025-11-06,non_brand,17,520,8.7
2025-11-07,brand,17,324,1.1
2025-11-07,non_brand,18,540,8.3
2025-11-08,brand,19,372,1.4
2025-11-08,non_brand,21,620,5.5
2025-11-09,brand,13,258,1.4
2025-11-09,non_brand,14,430,6.2
2025-11-10,brand,15,288,1.1
2025-11-10,non_brand,16,480,7.4
2025-11-11,brand,16,318,1.1
2025-11-11,non_brand,18,530,10.2
2025-11-12,brand,20,378,1.2
2025-11-12,non_brand,21,630,10.8
2025-11-13,brand,17,324,1.4
2025-11-13,non_brand,18,540,6.2
2025-11-14,brand,15,294,1.1
2025-11-14,non_brand,16,490,10.0
2025-11-15,brand,20,384,1.4
2025-11-15,non_brand,21,640,7.5
2025-11-16,brand,19,366,1.0
2025-11-16,non_brand,20,610,5.5
2025-11-17,brand,18,348,1.4
2025-11-17,non_brand,19,580,7.0
2025-11-18,brand,20,390,1.2
2025-11-18,non_brand,22,650,8.2
2025-11-19,brand,19,366,1.3
2025-11-19,non_brand,20,610,10.3
2025-11-20,brand,14,270,1.3
2025-11-20,non_brand,15,450,10.7
2025-11-21,brand,19,372,1.3
2025-11-21,non_brand,21,620,7.6
2025-11-22,brand,20,384,1.4
2025-11-22,non_brand,21,640,10.2
2025-11-23,brand,15,294,1.1
2025-11-23,non_brand,16,490,6.1
2025-11-24,brand,19,366,1.1
2025-11-24,non_brand,20,610,6.2
2025-11-25,brand,21,408,1.1
2025-11-25,non_brand,23,680,9.4
2025-11-26,brand,16,306,1.0
2025-11-26,non_brand,17,510,8.2
2025-11-27,brand,15,282,1.0
2025-11-27,non_brand,15,470,6.4
2025-11-28,brand,20,378,1.1
2025-11-28,non_brand,21,630,5.1
2025-11-29,brand,20,390,1.2
2025-11-29,non_brand,22,650,9.1
2025-11-30,brand,21,408,1.5
2025-11-30,non_brand,23,680,9.7
2025-12-01,brand,16,300,1.1
2025-12-01,non_brand,17,500,8.5
2025-12-02,brand,20,384,1.3
2025-12-02,non_brand,21,640,8.6
2025-12-03,brand,21,408,1.2
2025-12-03,non_brand,23,680,6.2
2025-12-04,brand,19,366,1.0
2025-12-04,non_brand,20,610,8.8
2025-12-05,brand,23,444,1.4
2025-12-05,non_brand,25,740,5.6
2025-12-06,brand,24,468,1.0
2025-12-06,non_brand,26,780,9.0
2025-12-07,brand,22,426,1.4
2025-12-07,non_brand,24,710,8.2
2025-12-08,brand,20,390,1.2
2025-12-08,non_brand,22,650,6.9
2025-12-09,brand,20,378,1.4
2025-12-09,non_brand,21,630,10.3
2025-12-10,brand,20,384,1.2
2025-12-10,non_brand,21,640,7.0
2025-12-11,brand,21,402,1.1
2025-12-11,non_brand,22,670,10.5
2025-12-12,brand,24,456,1.1
2025-12-12,non_brand,25,760,6.7
2025-12-13,brand,19,360,1.2
2025-12-13,non_brand,20,600,10.0
2025-12-14,brand,15,294,1.3
2025-12-14,non_brand,16,490,7.9
2025-12-15,brand,24,468,1.4
2025-12-15,non_brand,26,780,7.3
2025-12-16,brand,22,414,1.2
2025-12-16,non_brand,23,690,9.8
2025-12-17,brand,24,468,1.2
2025-12-17,non_brand,26,780,10.7
2025-12-18,brand,16,312,1.0
2025-12-18,non_brand,17,520,7.8
2025-12-19,brand,17,324,1.4
2025-12-19,non_brand,18,540,8.3
2025-12-20,brand,19,372,1.4
2025-12-20,non_brand,21,620,9.7
2025-12-21,brand,24,456,1.5
2025-12-21,non_brand,25,760,9.8
2025-12-22,brand,22,420,1.0
2025-12-22,non_brand,23,700,7.4
2025-12-23,brand,19,372,1.2
2025-12-23,non_brand,21,620,10.0
2025-12-24,brand,19,360,1.0
2025-12-24,non_brand,20,600,7.2
2025-12-25,brand,17,336,1.3
2025-12-25,non_brand,19,560,6.4
2025-12-26,brand,21,402,1.3
2025-12-26,non_brand,22,670,9.8
2025-12-27,brand,19,360,1.4
2025-12-27,non_brand,20,600,9.6
2025-12-28,brand,19,360,1.2
2025-12-28,non_brand,20,600,8.0
2025-12-29,brand,22,414,1.1
2025-12-29,non_brand,23,690,6.6
2025-12-30,brand,23,432,1.5
2025-12-30,non_brand,24,720,5.6
2025-12-31,brand,18,348,1.2
2025-12-31,non_brand,19,580,10.8
