date,channel_group,sessions,conversions,revenue_bdt
2025-05-29,direct,8,0.22,1296
2025-05-29,referral,5,0.07,432
2025-05-30,organic_search,20,0.4,2400
2025-05-30,direct,9,0.24,1440
2025-05-30,referral,6,0.08,480
2025-05-31,organic_search,23,0.46,2760
2025-05-31,direct,10,0.28,1656
2025-05-31,referral,6,0.09,552
2025-06-01,organic_search,12,0.24,1440
2025-06-01,direct,5,0.14,864
2025-06-01,referral,3,0.05,288
2025-06-02,organic_search,12,0.24,1440
2025-06-02,direct,5,0.14,864
2025-06-02,referral,3,0.05,288
2025-06-03,organic_search,11,0.22,1320
2025-06-03,direct,4,0.13,792
2025-06-03,referral,3,0.04,264
2025-06-04,organic_search,14,0.28,1680
2025-06-04,direct,6,0.17,1008
2025-06-04,referral,4,0.06,336
2025-06-05,organic_search,14,0.28,1680
2025-06-05,direct,6,0.17,1008
2025-06-05,referral,4,0.06,336
2025-06-06,organic_search,12,0.24,1440
2025-06-06,direct,5,0.14,864
2025-06-06,referral,3,0.05,288
2025-06-07,organic_search,14,0.28,1680
2025-06-07,direct,6,0.17,1008
2025-06-07,referral,4,0.06,336
2025-06-08,organic_search,13,0.26,1560
2025-06-08,direct,5,0.16,936
2025-06-08,referral,3,0.05,312
2025-06-09,organic_search,13,0.26,1560
2025-06-09,direct,5,0.16,936
2025-06-09,referral,3,0.05,312
2025-06-10,organic_search,13,0.26,1560
2025-06-10,direct,5,0.16,936
2025-06-10,referral,3,0.05,312
2025-06-11,organic_search,14,0.28,1680
2025-06-11,direct,6,0.17,1008
2025-06-11,referral,4,0.06,336
2025-06-12,organic_search,11,0.22,1320
2025-06-12,direct,4,0.13,792
2025-06-12,referral,3,0.04,264
2025-06-13,organic_search,12,0.24,1440
2025-06-13,direct,5,0.14,864
2025-06-13,referral,3,0.05,288
2025-06-14,organic_search,15,0.3,1800
2025-06-14,direct,6,0.18,1080
2025-06-14,referral,4,0.06,360
2025-06-15,organic_search,14,0.28,1680
2025-06-15,direct,6,0.17,1008
2025-06-15,referral,4,0.06,336
2025-06-16,organic_search,11,0.22,1320
2025-06-16,direct,4,0.13,792
2025-06-16,referral,3,0.04,264
2025-06-17,organic_search,13,0.26,1560
2025-06-17,direct,5,0.16,936
2025-06-17,referral,3,0.05,312
2025-06-18,organic_search,12,0.24,1440
2025-06-18,direct,5,0.14,864
2025-06-18,referral,3,0.05,288
2025-06-19,organic_search,13,0.26,1560
2025-06-19,direct,5,0.16,936
2025-06-19,referral,3,0.05,312
2025-06-20,organic_search,15,0.3,1800
2025-06-20,direct,6,0.18,1080
2025-06-20,referral,4,0.06,360
2025-06-21,organic_search,12,0.24,1440
2025-06-21,direct,5,0.14,864
2025-06-21,referral,3,0.05,288
2025-06-22,organic_search,16,0.32,1920
2025-06-22,direct,7,0.19,1152
2025-06-22,referral,4,0.06,384
2025-06-23,organic_search,16,0.32,1920
2025-06-23,direct,7,0.19,1152
2025-06-23,referral,4,0.06,384
2025-06-24,organic_search,16,0.32,1920
2025-06-24,direct,7,0.19,1152
2025-06-24,referral,4,0.06,384
2025-06-25,organic_search,14,0.28,1680
2025-06-25,direct,6,0.17,1008
2025-06-25,referral,4,0.06,336
2025-06-26,organic_search,16,0.32,1920
2025-06-26,direct,7,0.19,1152
2025-06-26,referral,4,0.06,384
2025-06-27,organic_search,12,0.24,1440
2025-06-27,direct,5,0.14,864
2025-06-27,referral,3,0.05,288
2025-06-28,organic_search,11,0.22,1320
2025-06-28,direct,4,0.13,792
2025-06-28,referral,3,0.04,264
2025-06-29,organic_search,13,0.26,1560
2025-06-29,direct,5,0.16,936
2025-06-29,referral,3,0.05,312
2025-06-30,organic_search,12,0.24,1440
2025-06-30,direct,5,0.14,864
2025-06-30,referral,3,0.05,288
2025-07-01,organic_search,10,0.2,1200
2025-07-01,direct,4,0.12,720
2025-07-01,referral,3,0.04,240
2025-07-02,organic_search,11,0.22,1320
2025-07-02,direct,4,0.13,792
2025-07-02,referral,3,0.04,264
2025-07-03,organic_search,11,0.22,1320
2025-07-03,direct,4,0.13,792
2025-07-03,referral,3,0.04,264
2025-07-04,organic_search,14,0.28,1680
2025-07-04,direct,6,0.17,1008
2025-07-04,referral,4,0.06,336
2025-07-05,organic_search,14,0.28,1680
2025-07-05,direct,6,0.17,1008
2025-07-05,referral,4,0.06,336
2025-07-06,organic_search,14,0.28,1680
2025-07-06,direct,6,0.17,1008
2025-07-06,referral,4,0.06,336
2025-07-07,organic_search,14,0.28,1680
2025-07-07,direct,6,0.17,1008
2025-07-07,referral,4,0.06,336
2025-07-08,organic_search,11,0.22,1320
2025-07-08,direct,4,0.13,792
2025-07-08,referral,3,0.04,264
2025-07-09,organic_search,15,0.3,1800
2025-07-09,direct,6,0.18,1080
2025-07-09,referral,4,0.06,360
2025-07-10,organic_search,13,0.26,1560
2025-07-10,direct,5,0.16,936
2025-07-10,referral,3,0.05,312
2025-07-11,organic_search,11,0.22,1320
2025-07-11,direct,4,0.13,792
2025-07-11,referral,3,0.04,264
2025-07-12,organic_search,14,0.28,1680
2025-07-12,direct,6,0.17,1008
2025-07-12,referral,4,0.06,336
2025-07-13,organic_search,13,0.26,1560
2025-07-13,direct,5,0.16,936
2025-07-13,referral,3,0.05,312
2025-07-14,organic_search,12,0.24,1440
2025-07-14,direct,5,0.14,864
2025-07-14,referral,3,0.05,288
2025-07-15,organic_search,12,0.24,1440
2025-07-15,direct,5,0.14,864
2025-07-15,referral,3,0.05,288
2025-07-16,organic_search,14,0.28,1680
2025-07-16,direct,6,0.17,1008
2025-07-16,referral,4,0.06,336
2025-07-17,organic_search,10,0.2,1200
2025-07-17,direct,4,0.12,720
2025-07-17,referral,3,0.04,240
2025-07-18,organic_search,11,0.22,1320
2025-07-18,direct,4,0.13,792
2025-07-18,referral,3,0.04,264
2025-07-19,organic_search,15,0.3,1800
2025-07-19,direct,6,0.18,1080
2025-07-19,referral,4,0.06,360
2025-07-20,organic_search,14,0.28,1680
2025-07-20,direct,6,0.17,1008
2025-07-20,referral,4,0.06,336
2025-07-21,organic_search,12,0.24,1440
2025-07-21,direct,5,0.14,864
2025-07-21,referral,3,0.05,288
2025-07-22,organic_search,12,0.24,1440
2025-07-22,direct,5,0.14,864
2025-07-22,referral,3,0.05,288
2025-07-23,organic_search,12,0.24,1440
2025-07-23,direct,5,0.14,864
2025-07-23,referral,3,0.05,288
2025-07-24,organic_search,12,0.24,1440
2025-07-24,direct,5,0.14,864
2025-07-24,referral,3,0.05,288
2025-07-25,organic_search,13,0.26,1560
2025-07-25,direct,5,0.16,936
2025-07-25,referral,3,0.05,312
2025-07-26,organic_search,13,0.26,1560
2025-07-26,direct,5,0.16,936
2025-07-26,referral,3,0.05,312
2025-07-27,organic_search,14,0.28,1680
2025-07-27,direct,6,0.17,1008
2025-07-27,referral,4,0.06,336
2025-07-28,organic_search,12,0.24,1440
2025-07-28,direct,5,0.14,864
2025-07-28,referral,3,0.05,288
2025-07-29,organic_search,13,0.26,1560
2025-07-29,direct,5,0.16,936
2025-07-29,referral,3,0.05,312
2025-07-30,organic_search,14,0.28,1680
2025-07-30,direct,6,0.17,1008
2025-07-30,referral,4,0.06,336
2025-07-31,organic_search,13,0.26,1560
2025-07-31,direct,5,0.16,936
2025-07-31,referral,3,0.05,312
2025-08-01,organic_search,11,0.22,1320
2025-08-01,direct,4,0.13,792
2025-08-01,referral,3,0.04,264
2025-08-02,organic_search,15,0.3,1800
2025-08-02,direct,6,0.18,1080
2025-08-02,referral,4,0.06,360
2025-08-03,organic_search,15,0.3,1800
2025-08-03,direct,6,0.18,1080
2025-08-03,referral,4,0.06,360
2025-08-04,organic_search,14,0.28,1680
2025-08-04,direct,6,0.17,1008
2025-08-04,referral,4,0.06,336
2025-08-05,organic_search,15,0.3,1800
2025-08-05,direct,6,0.18,1080
2025-08-05,referral,4,0.06,360
2025-08-06,organic_search,17,0.34,2040
2025-08-06,direct,7,0.2,1224
2025-08-06,referral,5,0.07,408
2025-08-07,organic_search,12,0.24,1440
2025-08-07,direct,5,0.14,864
2025-08-07,referral,3,0.05,288
2025-08-08,organic_search,13,0.26,1560
2025-08-08,direct,5,0.16,936
2025-08-08,referral,3,0.05,312
2025-08-09,organic_search,18,0.36,2160
2025-08-09,direct,8,0.22,1296
2025-08-09,referral,5,0.07,432
2025-08-10,organic_search,15,0.3,1800
2025-08-10,direct,6,0.18,1080
2025-08-10,referral,4,0.06,360
2025-08-11,organic_search,13,0.26,1560
2025-08-11,direct,5,0.16,936
2025-08-11,referral,3,0.05,312
2025-08-12,organic_search,15,0.3,1800
2025-08-12,direct,6,0.18,1080
2025-08-12,referral,4,0.06,360
2025-08-13,organic_search,12,0.24,1440
2025-08-13,direct,5,0.14,864
2025-08-13,referral,3,0.05,288
2025-08-14,organic_search,13,0.26,1560
2025-08-14,direct,5,0.16,936
2025-08-14,referral,3,0.05,312
2025-08-15,organic_search,14,0.28,1680
2025-08-15,direct,6,0.17,1008
2025-08-15,referral,4,0.06,336
2025-08-16,organic_search,14,0.28,1680
2025-08-16,direct,6,0.17,1008
2025-08-16,referral,4,0.06,336
2025-08-17,organic_search,15,0.3,1800
2025-08-17,direct,6,0.18,1080
2025-08-17,referral,4,0.06,360
2025-08-18,organic_search,12,0.24,1440
2025-08-18,direct,5,0.14,864
2025-08-18,referral,3,0.05,288
2025-08-19,organic_search,16,0.32,1920
2025-08-19,direct,7,0.19,1152
2025-08-19,referral,4,0.06,384
2025-08-20,organic_search,18,0.36,2160
2025-08-20,direct,8,0.22,1296
2025-08-20,referral,5,0.07,432
2025-08-21,organic_search,17,0.34,2040
2025-08-21,direct,7,0.2,1224
2025-08-21,referral,5,0.07,408
2025-08-22,organic_search,17,0.34,2040
2025-08-22,direct,7,0.2,1224
2025-08-22,referral,5,0.07,408
2025-08-23,organic_search,15,0.3,1800
2025-08-23,direct,6,0.18,1080
2025-08-23,referral,4,0.06,360
2025-08-24,organic_search,17,0.34,2040
2025-08-24,direct,7,0.2,1224
2025-08-24,referral,5,0.07,408
2025-08-25,organic_search,15,0.3,1800
2025-08-25,direct,6,0.18,1080
2025-08-25,referral,4,0.06,360
2025-08-26,organic_search,17,0.34,2040
2025-08-26,direct,7,0.2,1224
2025-08-26,referral,5,0.07,408
2025-08-27,organic_search,18,0.36,2160
2025-08-27,direct,8,0.22,1296
2025-08-27,referral,5,0.07,432
2025-08-28,organic_search,16,0.32,1920
2025-08-28,direct,7,0.19,1152
2025-08-28,referral,4,0.06,384
2025-08-29,organic_search,15,0.3,1800
2025-08-29,direct,6,0.18,1080
2025-08-29,referral,4,0.06,360
2025-08-30,organic_search,16,0.32,1920
2025-08-30,direct,7,0.19,1152
2025-08-30,referral,4,0.06,384
2025-08-31,organic_search,14,0.28,1680
2025-08-31,direct,6,0.17,1008
2025-08-31,referral,4,0.06,336
2025-09-01,organic_search,15,0.3,1800
2025-09-01,direct,6,0.18,1080
2025-09-01,referral,4,0.06,360
2025-09-02,organic_search,20,0.4,2400
2025-09-02,direct,9,0.24,1440
2025-09-02,referral,6,0.08,480
2025-09-03,organic_search,21,0.42,2520
2025-09-03,direct,9,0.25,1512
2025-09-03,referral,6,0.08,504
2025-09-04,organic_search,20,0.4,2400
2025-09-04,direct,9,0.24,1440
2025-09-04,referral,6,0.08,480
2025-09-05,organic_search,15,0.3,1800
2025-09-05,direct,6,0.18,1080
2025-09-05,referral,4,0.06,360
2025-09-06,organic_search,16,0.32,1920
2025-09-06,direct,7,0.19,1152
2025-09-06,referral,4,0.06,384
2025-09-07,organic_search,14,0.28,1680
2025-09-07,direct,6,0.17,1008
2025-09-07,referral,4,0.06,336
2025-09-08,organic_search,18,0.36,2160
2025-09-08,direct,8,0.22,1296
2025-09-08,referral,5,0.07,432
2025-09-09,organic_search,14,0.28,1680
2025-09-09,direct,6,0.17,1008
2025-09-09,referral,4,0.06,336
2025-09-10,organic_search,19,0.38,2280
2025-09-10,direct,8,0.23,1368
2025-09-10,referral,5,0.08,456
2025-09-11,organic_search,16,0.32,1920
2025-09-11,direct,7,0.19,1152
2025-09-11,referral,4,0.06,384
2025-09-12,organic_search,14,0.28,1680
2025-09-12,direct,6,0.17,1008
2025-09-12,referral,4,0.06,336
2025-09-13,organic_search,17,0.34,2040
2025-09-13,direct,7,0.2,1224
2025-09-13,referral,5,0.07,408
2025-09-14,organic_search,22,0.44,2640
2025-09-14,direct,9,0.26,1584
2025-09-14,referral,6,0.09,528
2025-09-15,organic_search,17,0.34,2040
2025-09-15,direct,7,0.2,1224
2025-09-15,referral,5,0.07,408
2025-09-16,organic_search,14,0.28,1680
2025-09-16,direct,6,0.17,1008
2025-09-16,referral,4,0.06,336
2025-09-17,organic_search,15,0.3,1800
2025-09-17,direct,6,0.18,1080
2025-09-17,referral,4,0.06,360
2025-09-18,organic_search,18,0.36,2160
2025-09-18,direct,8,0.22,1296
2025-09-18,referral,5,0.07,432
2025-09-19,organic_search,21,0.42,2520
2025-09-19,direct,9,0.25,1512
2025-09-19,referral,6,0.08,504
2025-09-20,organic_search,16,0.32,1920
2025-09-20,direct,7,0.19,1152
2025-09-20,referral,4,0.06,384
2025-09-21,organic_search,14,0.28,1680
2025-09-21,direct,6,0.17,1008
2025-09-21,referral,4,0.06,336
2025-09-22,organic_search,21,0.42,2520
2025-09-22,direct,9,0.25,1512
2025-09-22,referral,6,0.08,504
2025-09-23,organic_search,19,0.38,2280
2025-09-23,direct,8,0.23,1368
2025-09-23,referral,5,0.08,456
2025-09-24,organic_search,21,0.42,2520
2025-09-24,direct,9,0.25,1512
2025-09-24,referral,6,0.08,504
2025-09-25,organic_search,21,0.42,2520
2025-09-25,direct,9,0.25,1512
2025-09-25,referral,6,0.08,504
2025-09-26,organic_search,21,0.42,2520
2025-09-26,direct,9,0.25,1512
2025-09-26,referral,6,0.08,504
2025-09-27,organic_search,18,0.36,2160
2025-09-27,direct,8,0.22,1296
2025-09-27,referral,5,0.07,432
2025-09-28,organic_search,17,0.34,2040
2025-09-28,direct,7,0.2,1224
2025-09-28,referral,5,0.07,408
2025-09-29,organic_search,18,0.36,2160
2025-09-29,direct,8,0.22,1296
2025-09-29,referral,5,0.07,432
2025-09-30,organic_search,19,0.38,2280
2025-09-30,direct,8,0.23,1368
2025-09-30,referral,5,0.08,456
2025-10-01,organic_search,36,0.9,5400
2025-10-01,paid_search,30,1.08,6480
2025-10-01,paid_social,10,0.29,1728
2025-10-01,direct,18,0.54,3240
2025-10-02,organic_search,47,1.18,7050
2025-10-02,paid_search,39,1.41,8460
2025-10-02,paid_social,14,0.38,2256
2025-10-02,direct,23,0.7,4230
2025-10-03,organic_search,50,1.25,7500
2025-10-03,paid_search,42,1.5,9000
2025-10-03,paid_social,15,0.4,2400
2025-10-03,direct,25,0.75,4500
2025-10-04,organic_search,47,1.18,7050
2025-10-04,paid_search,39,1.41,8460
2025-10-04,paid_social,14,0.38,2256
2025-10-04,direct,23,0.7,4230
2025-10-05,organic_search,39,0.98,5850
2025-10-05,paid_search,33,1.17,7020
2025-10-05,paid_social,11,0.31,1872
2025-10-05,direct,19,0.58,3510
2025-10-06,organic_search,39,0.98,5850
2025-10-06,paid_search,33,1.17,7020
2025-10-06,paid_social,11,0.31,1872
2025-10-06,direct,19,0.58,3510
2025-10-07,organic_search,54,1.35,8100
2025-10-07,paid_search,45,1.62,9720
2025-10-07,paid_social,16,0.43,2592
2025-10-07,direct,27,0.81,4860
2025-10-08,organic_search,53,1.33,7950
2025-10-08,paid_search,45,1.59,9540
2025-10-08,paid_social,15,0.42,2544
2025-10-08,direct,26,0.79,4770
2025-10-09,organic_search,48,1.2,7200
2025-10-09,paid_search,40,1.44,8640
2025-10-09,paid_social,14,0.38,2304
2025-10-09,direct,24,0.72,4320
2025-10-10,organic_search,50,1.25,7500
2025-10-10,paid_search,42,1.5,9000
2025-10-10,paid_social,15,0.4,2400
2025-10-10,direct,25,0.75,4500
2025-10-11,organic_search,45,1.12,6750
2025-10-11,paid_search,38,1.35,8100
2025-10-11,paid_social,13,0.36,2160
2025-10-11,direct,22,0.67,4050
2025-10-12,organic_search,49,1.23,7350
2025-10-12,paid_search,41,1.47,8820
2025-10-12,paid_social,14,0.39,2352
2025-10-12,direct,24,0.73,4410
2025-10-13,organic_search,47,1.18,7050
2025-10-13,paid_search,39,1.41,8460
2025-10-13,paid_social,14,0.38,2256
2025-10-13,direct,23,0.7,4230
2025-10-14,organic_search,46,1.15,6900
2025-10-14,paid_search,39,1.38,8280
2025-10-14,paid_social,13,0.37,2208
2025-10-14,direct,23,0.69,4140
2025-10-15,organic_search,38,0.95,5700
2025-10-15,paid_search,32,1.14,6840
2025-10-15,paid_social,11,0.3,1824
2025-10-15,direct,19,0.57,3420
2025-10-16,organic_search,53,1.33,7950
2025-10-16,paid_search,45,1.59,9540
2025-10-16,paid_social,15,0.42,2544
2025-10-16,direct,26,0.79,4770
2025-10-17,organic_search,44,1.1,6600
2025-10-17,paid_search,37,1.32,7920
2025-10-17,paid_social,13,0.35,2112
2025-10-17,direct,22,0.66,3960
2025-10-18,organic_search,42,1.05,6300
2025-10-18,paid_search,35,1.26,7560
2025-10-18,paid_social,12,0.34,2016
2025-10-18,direct,21,0.63,3780
2025-10-19,organic_search,50,1.25,7500
2025-10-19,paid_search,42,1.5,9000
2025-10-19,paid_social,15,0.4,2400
2025-10-19,direct,25,0.75,4500
2025-10-20,organic_search,34,0.85,5100
2025-10-20,paid_search,28,1.02,6120
2025-10-20,paid_social,10,0.27,1632
2025-10-20,direct,17,0.51,3060
2025-10-21,organic_search,51,1.28,7650
2025-10-21,paid_search,43,1.53,9180
2025-10-21,paid_social,15,0.41,2448
2025-10-21,direct,25,0.77,4590
2025-10-22,organic_search,51,1.28,7650
2025-10-22,paid_search,43,1.53,9180
2025-10-22,paid_social,15,0.41,2448
2025-10-22,direct,25,0.77,4590
2025-10-23,organic_search,44,1.1,6600
2025-10-23,paid_search,37,1.32,7920
2025-10-23,paid_social,13,0.35,2112
2025-10-23,direct,22,0.66,3960
2025-10-24,organic_search,44,1.1,6600
2025-10-24,paid_search,37,1.32,7920
2025-10-24,paid_social,13,0.35,2112
2025-10-24,direct,22,0.66,3960
2025-10-25,organic_search,53,1.33,7950
2025-10-25,paid_search,45,1.59,9540
2025-10-25,paid_social,15,0.42,2544
2025-10-25,direct,26,0.79,4770
2025-10-26,organic_search,44,1.1,6600
2025-10-26,paid_search,37,1.32,7920
2025-10-26,paid_social,13,0.35,2112
2025-10-26,direct,22,0.66,3960
2025-10-27,organic_search,49,1.23,7350
2025-10-27,paid_search,41,1.47,8820
2025-10-27,paid_social,14,0.39,2352
2025-10-27,direct,24,0.73,4410
2025-10-28,organic_search,38,0.95,5700
2025-10-28,paid_search,32,1.14,6840
2025-10-28,paid_social,11,0.3,1824
2025-10-28,direct,19,0.57,3420
2025-10-29,organic_search,40,1.0,6000
2025-10-29,paid_search,34,1.2,7200
2025-10-29,paid_social,12,0.32,1920
2025-10-29,direct,20,0.6,3600
2025-10-30,organic_search,45,1.12,6750
2025-10-30,paid_search,38,1.35,8100
2025-10-30,paid_social,13,0.36,2160
2025-10-30,direct,22,0.67,4050
2025-10-31,organic_search,48,1.2,7200
2025-10-31,paid_search,40,1.44,8640
2025-10-31,paid_social,14,0.38,2304
2025-10-31,direct,24,0.72,4320
2025-11-01,organic_search,62,1.55,9300
2025-11-01,paid_search,52,1.86,11160
2025-11-01,paid_social,18,0.5,2976
2025-11-01,direct,31,0.93,5580
2025-11-02,organic_search,61,1.53,9150
2025-11-02,paid_search,51,1.83,10980
2025-11-02,paid_social,18,0.49,2928
2025-11-02,direct,30,0.91,5490
2025-11-03,organic_search,63,1.58,9450
2025-11-03,paid_search,53,1.89,11340
2025-11-03,paid_social,18,0.5,3024
2025-11-03,direct,31,0.94,5670
2025-11-04,organic_search,58,1.45,8700
2025-11-04,paid_search,49,1.74,10440
2025-11-04,paid_social,17,0.46,2784
2025-11-04,direct,29,0.87,5220
2025-11-05,organic_search,47,1.18,7050
2025-11-05,paid_search,39,1.41,8460
2025-11-05,paid_social,14,0.38,2256
2025-11-05,direct,23,0.7,4230
2025-11-06,organic_search,52,1.3,7800
2025-11-06,paid_search,44,1.56,9360
2025-11-06,paid_social,15,0.42,2496
2025-11-06,direct,26,0.78,4680
2025-11-07,organic_search,54,1.35,8100
2025-11-07,paid_search,45,1.62,9720
2025-11-07,paid_social,16,0.43,2592
2025-11-07,direct,27,0.81,4860
2025-11-08,organic_search,62,1.55,9300
2025-11-08,paid_search,52,1.86,11160
2025-11-08,paid_social,18,0.5,2976
2025-11-08,direct,31,0.93,5580
2025-11-09,organic_search,43,1.07,6450
2025-11-09,paid_search,36,1.29,7740
2025-11-09,paid_social,12,0.34,2064
2025-11-09,direct,21,0.65,3870
2025-11-10,organic_search,48,1.2,7200
2025-11-10,paid_search,40,1.44,8640
2025-11-10,paid_social,14,0.38,2304
2025-11-10,direct,24,0.72,4320
2025-11-11,organic_search,53,1.33,7950
2025-11-11,paid_search,45,1.59,9540
2025-11-11,paid_social,15,0.42,2544
2025-11-11,direct,26,0.79,4770
2025-11-12,organic_search,63,1.58,9450
2025-11-12,paid_search,53,1.89,11340
2025-11-12,paid_social,18,0.5,3024
2025-11-12,direct,31,0.94,5670
2025-11-13,organic_search,54,1.35,8100
2025-11-13,paid_search,45,1.62,9720
2025-11-13,paid_social,16,0.43,2592
2025-11-13,direct,27,0.81,4860
2025-11-14,organic_search,49,1.23,7350
2025-11-14,paid_search,41,1.47,8820
2025-11-14,paid_social,14,0.39,2352
2025-11-14,direct,24,0.73,4410
2025-11-15,organic_search,64,1.6,9600
2025-11-15,paid_search,54,1.92,11520
2025-11-15,paid_social,19,0.51,3072
2025-11-15,direct,32,0.96,5760
2025-11-16,organic_search,61,1.53,9150
2025-11-16,paid_search,51,1.83,10980
2025-11-16,paid_social,18,0.49,2928
2025-11-16,direct,30,0.91,5490
2025-11-17,organic_search,58,1.45,8700
2025-11-17,paid_search,49,1.74,10440
2025-11-17,paid_social,17,0.46,2784
2025-11-17,direct,29,0.87,5220
2025-11-18,organic_search,65,1.62,9750
2025-11-18,paid_search,55,1.95,11700
2025-11-18,paid_social,19,0.52,3120
2025-11-18,direct,32,0.97,5850
2025-11-19,organic_search,61,1.53,9150
2025-11-19,paid_search,51,1.83,10980
2025-11-19,paid_social,18,0.49,2928
2025-11-19,direct,30,0.91,5490
2025-11-20,organic_search,45,1.12,6750
2025-11-20,paid_search,38,1.35,8100
2025-11-20,paid_social,13,0.36,2160
2025-11-20,direct,22,0.67,4050
2025-11-21,organic_search,62,1.55,9300
2025-11-21,paid_search,52,1.86,11160
2025-11-21,paid_social,18,0.5,2976
2025-11-21,direct,31,0.93,5580
2025-11-22,organic_search,64,1.6,9600
2025-11-22,paid_search,54,1.92,11520
2025-11-22,paid_social,19,0.51,3072
2025-11-22,direct,32,0.96,5760
2025-11-23,organic_search,49,1.23,7350
2025-11-23,paid_search,41,1.47,8820
2025-11-23,paid_social,14,0.39,2352
2025-11-23,direct,24,0.73,4410
2025-11-24,organic_search,61,1.53,9150
2025-11-24,paid_search,51,1.83,10980
2025-11-24,paid_social,18,0.49,2928
2025-11-24,direct,30,0.91,5490
2025-11-25,organic_search,68,1.7,10200
2025-11-25,paid_search,57,2.04,12240
2025-11-25,paid_social,20,0.54,3264
2025-11-25,direct,34,1.02,6120
2025-11-26,organic_search,51,1.28,7650
2025-11-26,paid_search,43,1.53,9180
2025-11-26,paid_social,15,0.41,2448
2025-11-26,direct,25,0.77,4590
2025-11-27,organic_search,47,1.18,7050
2025-11-27,paid_search,39,1.41,8460
2025-11-27,paid_social,14,0.38,2256
2025-11-27,direct,23,0.7,4230
2025-11-28,organic_search,63,1.58,9450
2025-11-28,paid_search,53,1.89,11340
2025-11-28,paid_social,18,0.5,3024
2025-11-28,direct,31,0.94,5670
2025-11-29,organic_search,65,1.62,9750
2025-11-29,paid_search,55,1.95,11700
2025-11-29,paid_social,19,0.52,3120
2025-11-29,direct,32,0.97,5850
2025-11-30,organic_search,68,1.7,10200
2025-11-30,paid_search,57,2.04,12240
2025-11-30,paid_social,20,0.54,3264
2025-11-30,direct,34,1.02,6120
2025-12-01,organic_search,50,1.25,7500
2025-12-01,paid_search,42,1.5,9000
2025-12-01,paid_social,15,0.4,2400
2025-12-01,direct,25,0.75,4500
2025-12-02,organic_search,64,1.6,9600
2025-12-02,paid_search,54,1.92,11520
2025-12-02,paid_social,19,0.51,3072
2025-12-02,direct,32,0.96,5760
2025-12-03,organic_search,68,1.7,10200
2025-12-03,paid_search,57,2.04,12240
2025-12-03,paid_social,20,0.54,3264
2025-12-03,direct,34,1.02,6120
2025-12-04,organic_search,61,1.53,9150
2025-12-04,paid_search,51,1.83,10980
2025-12-04,paid_social,18,0.49,2928
2025-12-04,direct,30,0.91,5490
2025-12-05,organic_search,74,1.85,11100
2025-12-05,paid_search,62,2.22,13320
2025-12-05,paid_social,22,0.59,3552
2025-12-05,direct,37,1.11,6660
2025-12-06,organic_search,78,1.95,11700
2025-12-06,paid_search,66,2.34,14040
2025-12-06,paid_social,23,0.62,3744
2025-12-06,direct,39,1.17,7020
2025-12-07,organic_search,71,1.78,10650
2025-12-07,paid_search,60,2.13,12780
2025-12-07,paid_social,21,0.57,3408
2025-12-07,direct,35,1.06,6390
2025-12-08,organic_search,65,1.62,9750
2025-12-08,paid_search,55,1.95,11700
2025-12-08,paid_social,19,0.52,3120
2025-12-08,direct,32,0.97,5850
2025-12-09,organic_search,63,1.58,9450
2025-12-09,paid_search,53,1.89,11340
2025-12-09,paid_social,18,0.5,3024
2025-12-09,direct,31,0.94,5670
2025-12-10,organic_search,64,1.6,9600
2025-12-10,paid_search,54,1.92,11520
2025-12-10,paid_social,19,0.51,3072
2025-12-10,direct,32,0.96,5760
2025-12-11,organic_search,67,1.68,10050
2025-12-11,paid_search,56,2.01,12060
2025-12-11,paid_social,20,0.54,3216
2025-12-11,direct,33,1.0,6030
2025-12-12,organic_search,76,1.9,11400
2025-12-12,paid_search,64,2.28,13680
2025-12-12,paid_social,22,0.61,3648
2025-12-12,direct,38,1.14,6840
2025-12-13,organic_search,60,1.5,9000
2025-12-13,paid_search,51,1.8,10800
2025-12-13,paid_social,18,0.48,2880
2025-12-13,direct,30,0.9,5400
2025-12-14,organic_search,49,1.23,7350
2025-12-14,paid_search,41,1.47,8820
2025-12-14,paid_social,14,0.39,2352
2025-12-14,direct,24,0.73,4410
2025-12-15,organic_search,78,1.95,11700
2025-12-15,paid_search,66,2.34,14040
2025-12-15,paid_social,23,0.62,3744
2025-12-15,direct,39,1.17,7020
2025-12-16,organic_search,69,1.73,10350
2025-12-16,paid_search,58,2.07,12420
2025-12-16,paid_social,20,0.55,3312
2025-12-16,direct,34,1.03,6210
2025-12-17,organic_search,78,1.95,11700
2025-12-17,paid_search,66,2.34,14040
2025-12-17,paid_social,23,0.62,3744
2025-12-17,direct,39,1.17,7020
2025-12-18,organic_search,52,1.3,7800
2025-12-18,paid_search,44,1.56,9360
2025-12-18,paid_social,15,0.42,2496
2025-12-18,direct,26,0.78,4680
2025-12-19,organic_search,54,1.35,8100
2025-12-19,paid_search,45,1.62,9720
2025-12-19,paid_social,16,0.43,2592
2025-12-19,direct,27,0.81,4860
2025-12-20,organic_search,62,1.55,9300
2025-12-20,paid_search,52,1.86,11160
2025-12-20,paid_social,18,0.5,2976
2025-12-20,direct,31,0.93,5580
2025-12-21,organic_search,76,1.9,11400
2025-12-21,paid_search,64,2.28,13680
2025-12-21,paid_social,22,0.61,3648
2025-12-21,direct,38,1.14,6840
2025-12-22,organic_search,70,1.75,10500
2025-12-22,paid_search,59,2.1,12600
2025-12-22,paid_social,21,0.56,3360
